ticket_text,category,urgency,urgency_stated,label_noise
"how do i invite a guest collaborator to our workspace. only i have noticed it so far, this has zero impact on our work - just noting it for the record. any help appreciated.",General Inquiry,Low,true,false
"Hi team, Our finance team needs invoices sent to a different email address Reproduced by 500 different people here Let me know if you need screenshots",Billing,Low,false,true
Role permissions reset to read-only for our whole team overnight. Every single user is affected. Get back to me when you can.,Login/Access,Critical,true,false
"hi support, api latency went from milliseconds to several seconds all week. a couple of of people have noticed it. would be good to have this fixed eventually.",Technical Issue,Medium,true,false
"Hey, Responses from /v2/reports/generate have been returning truncated payloads Our project timeline has already slipped once - flaagging thid as important on our side It happens on Edge 131 as well",Technical Issue,High,true,false
please consider adding role-based permissions to the roadmap. appreciate the help.,Feature Request,Low,false,false
"Hello support, Role permissions reset to read-only for our whole team overnight. Thanks your time.",Login/Access,Critical,false,false
"Hi there, The account recovery flow keeps asking for a code it never sends A couple of people have noticed it, so nothing is actually blocked because of it, so no particula deadline from our side Thanks!",Login/Access,High,true,true
"hi there, could you confirm the recommended timeout setting for /v1/users. only a handful of us run into it. it is more of an irritation than a problem, would be good to have this fixed eventually.",Technical Issue,Medium,true,false
"Hello, We are losing revenue by the minute and please escalate this right now. Is a sandbox environment something that exists today or am i missing it. Reproduced by 25 different people here. Get back to me when you can.",General Inquiry,Critical,true,false
Our webhooks stopped being delivered since the last release. Any help appreciated.,Technical Issue,Critical,false,false
hi support we are being billed for 25 seats but only have 500 active users. we have a manual fallback that works and sometime in the next few weeks would be fine.,Billing,Medium,true,false
"Hi folks, Absolutely no rush on this The csv export is missing the last column on eevry row Please advise",Bug Report,Low,true,false
"Hello support, Do you offer training sessions for new billing contact accounts. Reproduced by 500 different people here. Let me know.",General Inquiry,Low,false,false
It SHOWS up every now and then - it is more of an irritation than a problem and worth loiking at when you get a chance. What is the difference between the scale and free plans.,General Inquiry,Medium,true,false
"is there a sandbox i can test against before going live. it showx up evrey now and then, so we can work around it for now, sometime in the next few weeks would be fine.",General Inquiry,Medium,true,false
"Dear support team, I want to cancel rhe subscription and geet a refund of $9.99. Let me know.",Billing,High,false,false
"Good morning, A webhook for this event would let us build scheduled reports ourselves. It affects a large part of our daily workflow. it is costing us hours every day!!",Feature Request,High,true,false
"Hi there, Our finance team needs invoices sent to a different email address Thanks!",Billing,Low,false,false
Hello support Most of our guest collaborator accounts are running into it. Pagination skips the first item on page two. Thanks!,Bug Report,High,true,false
"Good morning, We were billed $1,204.50 for seats we cancelled and card has already been debited Get back to me when you can",Billing,High,false,false
"hi team, your status page says everything is fine but we see 403 on /v2/events. let me know.",Technical Issue,Medium,false,false
"Hey, The integrations page takes over ten minutes to load for everyone on our team. Please put it at the very bottom of the queue. Get back to me when you can.",Technical Issue,Low,true,false
